,date,pred_conf,pred_act,pred_rec,pred_det,x_conf_long_pred,x_act_long_pred,x_rec_long_pred,x_det_long_pred
0,17-02-2021,10905579 to 11069983,145917 to 148116,10551610 to 10764772,154762 to 157094,11404148 to 11903188,346381 to 191289,10914364 to 11561431,179090 to 186168
